barcode,item_name,product_name,brand,category,quantity,unit,container_type,storage_area,source,source_url,match_score,search_term
0045635942431,pickle juice,Pickle juice,Farmstead Ferments,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0045635942431,110,pickle juice
0043000205525,pie filling,vanilla instant reduced calorie pudding & pie filling,JELL-O,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0043000205525,110,pie filling
0048121277079,plain bagels,Plain Bagels,THOMAS',Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0048121277079,110,plain bagels
0853883006016,plain hummus,Plain Hummus,Ithaca Squeeze,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0853883006016,110,plain hummus
4061459734928,popcorn chips,Popcorn Chips Kettle,Clancy's,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/4061459734928,110,popcorn chips
0099482490072,popcorn kernels,Organic Yellow Popcorn Kernels,Whole Foods,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0099482490072,110,popcorn kernels
4061463680211,popcorn shrimp,Oven Crispy Popcorn Shrimp,Fremont Fish Market,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/4061463680211,110,popcorn shrimp
20014957,pork shoulder,Pork shoulder in slices,Fresh & Easy Neighborhood Market Inc.,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/20014957,110,pork shoulder
01110104,pork tenderloin,pork tenderloin,The Kroger Co.,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/01110104,110,pork tenderloin
0033844007461,poultry seasoning,Poultry Seasoning,Badia,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0033844007461,110,poultry seasoning
0070953891031,powdered sugar,Powdered Sugar Donuts,Duchess,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0070953891031,110,powdered sugar
0011110587169,provolone cheese,Smoke Flavored Provolone Cheese Slices,Kroger,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0011110587169,110,provolone cheese
0075450126587,pudding cups,"Chocolate pudding cups, chocolate",Hy-Vee,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0075450126587,110,pudding cups
0810032300463,pumpkin seeds,Organic Sprouted Pumpkin Seeds Sea Salt,Go Raw,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0810032300463,110,pumpkin seeds
0193968416690,queso dip,White Queso Dip,Member's Mark,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0193968416690,110,queso dip
0071100309744,ranch seasoning,Ranch Seasoning Dressing & Dip Mix,Hidden Valley,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0071100309744,110,ranch seasoning
4099100039276,red cabbage,Red Cabbage with Apple,Deutsche Küche,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/4099100039276,110,red cabbage
0096619877454,rotisserie chicken,Seasoned Rotisserie Chicken,Kirkland Signature,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0096619877454,110,rotisserie chicken
0033383530109,russet potatoes,Russet Potatoes,Goodness Unearthed,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0033383530109,110,russet potatoes
0028029088816,salmon burgers,ALASKA SALMON BURGERS,Trident Seafoods,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0028029088816,110,salmon burgers
0044000000554,saltine crackers,Premium Unsalted Tops Saltine Crackers,Nabisco,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0044000000554,110,saltine crackers
0664164101418,sandwich buns,Multi Grain Sandwich Buns,ozery,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0664164101418,110,sandwich buns
0048001432062,sazon seasoning,"Knorr, sazon, seasoning with coriander & annatto","Knorr, Unilever",Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0048001432062,110,sazon seasoning
0857777004232,sea salt,Chocolate Sea Salt RXBAR,RXBAR,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0857777004232,110,sea salt
4099100102789,sea scallops,Jumbo Sea Scallops,Specially Selected,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/4099100102789,110,sea scallops
0851093004013,seaweed snacks,ROASTED SEAWEED SNACKS,Gimme,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0851093004013,110,seaweed snacks
0079893402659,shredded coconut,Shredded Coconut Unsweetened,O Organics,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0079893402659,110,shredded coconut
0085696608044,silken tofu,Mori-Nu Shelf Stable Silken Tofu Firm,Morinaga,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0085696608044,110,silken tofu
0011110816405,smoked sausage,BEEF SMOKED SAUSAGE,HILLSHIRE FARM,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0011110816405,110,smoked sausage
0850501000012,soy curls,Soy Curls,"Butler Foods Llc, Butler Soy Curls",Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0850501000012,110,soy curls
0078895126396,soy sauce,Premium Soy Sauce,Lee Kum Kee,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0078895126396,110,soy sauce
00945578,sprouted tofu,Sprouted Tofu Extra Firm,Trader Joe's,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/00945578,110,sprouted tofu
0028000244606,strawberry syrup,Strawberry Syrup,"Nestlé, Nesquik",Beverage,1,item,bottle/box,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0028000244606,110,strawberry syrup
01313703,sweet relish,Sweet Relish,Heinz,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/01313703,110,sweet relish
0039000008907,taco sauce,Mild Taco Sauce,ORTEGA,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0039000008907,110,taco sauce
0021000026890,tartar sauce,Tartar Sauce,Kraft,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0021000026890,110,tartar sauce
0046454020546,tempeh bacon,Smokey Tempeh Bacon,Lightlife,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0046454020546,110,tempeh bacon
0076808280098,thin spaghetti,Thin Spaghetti,Barilla,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0076808280098,110,thin spaghetti
00749695,tilapia fillets,Panko Breaded Tilapia Fillets,Trader Joe's,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/00749695,110,tilapia fillets
0058449410003,toaster pastries,FROSTED BERRY STRAWBERRY FLAVORED TOASTER PASTRIES,NATURE'S PATH ORGANIC,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0058449410003,110,toaster pastries
0051000000118,tomato soup,Tomato Soup,Campbell's,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0051000000118,110,tomato soup
0096619067237,trail mix,TRAIL MIX,KIRKLAND Signature,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0096619067237,110,trail mix
5600409201203,trout fillets,Smoked trout fillets in olive oil,Jose gourmet,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5600409201203,110,trout fillets
0013000798402,turkey gravy,TURKEY GRAVY,HEINZ HomeStyle,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0013000798402,110,turkey gravy
0085981916014,vanilla extract,Pure Vanilla Extract,Costco,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0085981916014,110,vanilla extract
0089036242806,vanilla syrup,Vanilla Syrup,Torani,Beverage,1,item,bottle/box,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0089036242806,110,vanilla syrup
0829515300579,veggie straws,Veggie Straws Sea Salt,Sensible Portions,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0829515300579,110,veggie straws
0742365216855,whipping cream,Heavy Whipping Cream,Horizon Organic,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0742365216855,110,whipping cream
0011150572477,whitefish fillets,"Roundy's, fisherman's, whitefish fillets",Roundy's,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0011150572477,110,whitefish fillets
4056489860198,whole wheat flour,Bread with whole wheat flour and mixed seeds,,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/4056489860198,110,whole wheat flour
0011152230047,wonton wrappers,Wonton Wrappers,Dynasty,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0011152230047,110,wonton wrappers
0041500000251,yellow mustard,Classic Yellow Mustard,French's,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0041500000251,110,yellow mustard
0033383600017,yellow onions,Yellow Onions,Country Magic,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0033383600017,110,yellow onions
0071072013038,yellow rice,Saffron Yellow Rice,Vigo,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0071072013038,110,yellow rice
0041143092705,yogurt raisins,Yogurt raisins,Sun-Maid,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0041143092705,110,yogurt raisins
0736622000967,andouille sausage,Dartagnan smoked andouille sausage,,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0736622000967,105,andouille sausage
05212411,fennel seed,Fennel Seed Whole,,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/05212411,105,fennel seed
4099100005240,game hen,cornish game hen,,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/4099100005240,105,game hen
0021140023902,grouper fillets,grouper fillets,,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0021140023902,105,grouper fillets
0879890002995,rice crackers,Crunchmaster Multi-Grain 6-Seed Crunchy Baked Rice Crackers,Crunchmaster,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0879890002995,105,rice crackers
03249659,Gala apples,Gala apples,Tesco,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/03249659,100,Gala apples
4088600072517,baked beans,Baked Beans,BRAMWELLS,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/4088600072517,100,baked beans
00816243,bean soup,Mexican-style Chilli & Bean Soup,M&S Food,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/00816243,100,bean soup
20103590,bean sprouts,Mung Bean Sprouts,Vitasia,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/20103590,100,bean sprouts
5013665112259,beef stock,Organic Beef Stock Cubes 8 Pack,Kallø,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5013665112259,100,beef stock
4260380665930,beef strips,Like Beef Strips,Like Meat,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/4260380665930,100,beef strips
5050974503736,black pepper,Cracked Black Pepper Crispbread,RYVITA,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5050974503736,100,black pepper
4014400935677,caramel popcorn,Caramel Popcorn,Werther's Original,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/4014400935677,100,caramel popcorn
4770275050067,cheese sticks,Cheese Sticks Mozzarella,Ferdi Fuchs,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/4770275050067,100,cheese sticks
20068516,cherry tomatoes,Tomatoes - Cherry Tomatoes Italian,Italiamo,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/20068516,100,cherry tomatoes
8711299021004,chia seeds,Chia seeds,Natural Happiness,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/8711299021004,100,chia seeds
4088600227368,chicken gravy,Chicken Gravy Granules,Bramwells Quixo,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/4088600227368,100,chicken gravy
5060678710958,chicken thighs,ISN'T CHICKEN THIGHS,THIS,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5060678710958,100,chicken thighs
8886303210207,coconut cream,Natural Coconut Cream,Kara,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/8886303210207,100,coconut cream
01772852,cod fillets,Breaded 2 cod fillets,Sainsbury's,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/01772852,100,cod fillets
8715000934720,condensed milk,Sweetened Condensed Milk,Nestlé,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/8715000934720,100,condensed milk
20680756,corned beef,Corned beef,Covi SAS,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/20680756,100,corned beef
5012246006444,dried apricots,Crazy Jack Organic Soft Dried Apricots 200g,Crazy Jack,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5012246006444,100,dried apricots
5016157074646,duck breast,Duck breast portions,Gressingham,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5016157074646,100,duck breast
5000354924712,egg noodles,Medium Egg Noodles,Sharwood's,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5000354924712,100,egg noodles
01178395,feta cheese,Greek PDO feta cheese,Sainsbury's,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/01178395,100,feta cheese
5010482897017,fish cakes,14 breaded cod fish cakes,Iceland,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5010482897017,100,fish cakes
5414807006762,fish sticks,Iglo fish sticks,Iglo,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5414807006762,100,fish sticks
00263269,frozen blueberries,Frozen Blueberries,Sainsbury's,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/00263269,100,frozen blueberries
2098765943432,frozen dumplings,Frozen Dumplings,Extra,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/2098765943432,100,frozen dumplings
00263252,frozen strawberries,Frozen strawberries and blueberries,Sainsbury's,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/00263252,100,frozen strawberries
20155896,green beans,Green Beans in Tomato Sauce,Eridanous Greek Style,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/20155896,100,green beans
5018095011271,green lentils,Puy Lentils & French green lentils,Merchant Gourmet,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5018095011271,100,green lentils
4056489559795,green pesto,Green Pesto with Basil,Baresa,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/4056489559795,100,green pesto
8410285124377,heavy cream,Nata cocina espesa (heavy cream),President,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/8410285124377,100,heavy cream
20068295,iced tea,Iced tea saveur pêche,Freeway,Beverage,1,item,bottle/box,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/20068295,100,iced tea
20166090,kidney beans,Red Kidney Beans,Freshona,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/20166090,100,kidney beans
5000326010030,large eggs,10 Large Eggs,The Happy Egg co.,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/5000326010030,100,large eggs
5051008205732,mild salsa,Mild Salsa,Tesco,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/5051008205732,100,mild salsa
5000157062635,minestrone soup,Minestrone Soup,Heinz,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5000157062635,100,minestrone soup
5060151180766,naan bread,NAAN BREADS GARLIC & CORIANDER,CLAY OVEN BAKERY,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5060151180766,100,naan bread
7394376665035,oat milk,Oat milk,Oatly,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/7394376665035,100,oat milk
8005110517006,pasta sauce,Pasta sauce,Mutti,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/8005110517006,100,pasta sauce
4770175046504,poppy seeds,Magija Poppy seeds,"Magija, Žemaitijos pienas",Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/4770175046504,100,poppy seeds
5060088700112,protein bars,Protein Bars Cocoa Hazelnut,nakd.,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5060088700112,100,protein bars
5060092030977,protein granola,Lizis high protein granola nuts and seeds,Lizi's,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5060092030977,100,protein granola
4056489559801,red pesto,Red pesto with sun-dried tomatoes,Lidl,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/4056489559801,100,red pesto
5013665100065,rice cakes,Organic Lightly Salted Wholegrain Low Fat Rice Cakes,kallø,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5013665100065,100,rice cakes
5060262485286,rice noodles,Rice noodles Satay flavour,Itsu,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5060262485286,100,rice noodles
5057373699688,salmon fillets,2 Boneless Salmon Fillets,Tesco,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5057373699688,100,salmon fillets
5054775188239,salted butter,SALTED BUTTER,TESCO,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/5054775188239,100,salted butter
5051008865622,sesame oil,Sesame oil,Tesco,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/5051008865622,100,sesame oil
5060194790472,sesame seeds,Sesame Seeds White Roasted,SAITAKU,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5060194790472,100,sesame seeds
5059697687150,smoked salmon,Smoked Salmon,Tesco,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5059697687150,100,smoked salmon
20482077,sushi rice,Sushi Rice,Vitasia,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/20482077,100,sushi rice
8715035280304,teriyaki sauce,Teriyaki Sauce mit geröstetem Sesam,Kikkoman,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/8715035280304,100,teriyaki sauce
01268423,tomato juice,CHOPPED TOMATOES in tomato juice,Sainsbury's,Beverage,1,item,bottle/box,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/01268423,100,tomato juice
8410076481757,tortilla chips,Tortilla chips,Old El Paso,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/8410076481757,100,tortilla chips
5057753304065,tuna steaks,TESCO DRAINED TUNA TESCO TUNA STEAKS WITH A LITTLE,Tesco,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5057753304065,100,tuna steaks
5010024103293,white pepper,White pepper,Saxa,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5010024103293,100,white pepper
00296755,whole chicken,Whole Chicken Breast Fillets,Sainsbury's,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/00296755,100,whole chicken
0033844002190,allspice,Allspice Ground,Badia,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0033844002190,95,allspice
0070796700033,anchovies,"Cento, flat fillet anchovies",Cento,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0070796700033,95,anchovies
00662932,arugula,Lemony Arugula Basil Salad Kit,Trader Joe's,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/00662932,95,arugula
20127008,asparagus,Asparagus risotto,"Deluxe, Lidl",Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/20127008,95,asparagus
0815074022915,avocado,Avocado Oil Spray,Chosen Foods,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0815074022915,95,avocado
0810075553161,cabbage,"Kimchi, Sliced Napa Cabbage",Jongga,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0810075553161,95,cabbage
00911474,cantaloupe,Cantaloupe melon fingers,Marks & Spencer,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/00911474,95,cantaloupe
0041331013703,capers,Nonpareilles Capers,Goya,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0041331013703,95,capers
0016000275263,cheerios,Cheerios,General Mills,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0016000275263,95,cheerios
0855232007576,cilantro,Cilantro Lime Dressing & Marinade,Primal Kitchen,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0855232007576,95,cilantro
0819562022791,cinnamon,nut granola blueberry cinnamon sweet & crunchy,"Snacks Generation LLC, nútrail",Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0819562022791,95,cinnamon
0798525161008,clams,Chopped clams in clam juice,Bumble Bee Foods Llc,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0798525161008,95,clams
3165440006702,couscous,Couscous sachet cuisson,Tipiak,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/3165440006702,95,couscous
00414234,fettuccine,Fettuccine Alfredo,Trader Giotto's,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/00414234,95,fettuccine
0099482477073,flaxseed,Organic Ground Flaxseed,365 Whole Foods Market,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0099482477073,95,flaxseed
0049000002485,grapefruit,Fresca Sparkling Soda Water Grapefruit Citrus,Fresca,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0049000002485,95,grapefruit
0016000264694,honey,Oats 'N Honey Granola Bars,Nature Valley,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0016000264694,95,honey
0041543050084,horseradish,Fresh Ground Horseradish,Silver Spring Foods,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0041543050084,95,horseradish
0030223040743,kale,Sweet Kale Chopped Kit,Taylor Farms,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0030223040743,95,kale
6111184004730,ketchup,Ketchup star 310 g,Star,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/6111184004730,95,ketchup
0033383650203,lettuce,Iceberg Lettuce,Foxy,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0033383650203,95,lettuce
8076809523509,linguine,Pâtes linguine collezione 500g,Barilla,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/8076809523509,95,linguine
0064144043224,meatballs,Spaghetti & Meatballs,Chef Boyardee,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0064144043224,95,meatballs
0033844002176,nutmeg,Nutmeg Ground - 2 oz,"Badia, Badia Spices",Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0033844002176,95,nutmeg
00561716,okra,crispy crunchy OKRA,Trader Joe's,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/00561716,95,okra
0009349005622,oxtail,Oxtail Seasoning,Blue Mountain Country,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0009349005622,95,oxtail
0037600188081,pepperoni,TURKEY PEPPERONI,Hormel,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0037600188081,95,pepperoni
0024000001645,pineapple,Pineapple Chunks,"Del Monte, Del Monte Foods",Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0024000001645,95,pineapple
0096619107698,pistachios,Shelled Pistachios,Kirkland Signature,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0096619107698,95,pistachios
0096619983582,plums,Dried Plums,Kirkland Signature,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0096619983582,95,plums
0824150910565,pomegranate,100% Pomegranate Juice,POM Wonderful,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0824150910565,95,pomegranate
0096619336753,pretzels,Peanut Butter Pretzels,Kirkland Signature,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0096619336753,95,pretzels
0715756100019,raspberries,Raspberries,Driscoll's,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0715756100019,95,raspberries
0856069005124,rosemary,Almond Flour Crackers Rosemary & Sea Salt,Simple Mills,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0856069005124,95,rosemary
0858159002532,sauerkraut,Sauerkraut,wildbrine,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0858159002532,95,sauerkraut
