recipe_name,clean_recipe_name,meal_type,cuisine_type,dish_type,ingredients,main_ingredients,calories,protein,carbs,fat,servings,url,everyday_fit_score
Stewed Tomato Casserole,Stewed Tomato Casserole,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'toast', 'text': '3 slice toast, buttered and sprinkled with garlic powder', 'weight': 72, 'measure': 'slice', 'quantity': 3}, {'food': 'butter', 'text': '3 Tbsp butter or margarine', 'weight': 42.59999999999999, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'onion', 'text': '1 medium onion, chopped', 'weight': 110, 'measure': '<unit>', 'quantity': 1}, {'food': 'celery', 'text': '3 celery stalks, chopped', 'weight': 120, 'measure': 'stalk', 'quantity': 3}, {'food': 'green pepper', 'text': '1/2 bell green pepper, chopped', 'weight': 58.14444444444445, 'measure': '<unit>', 'quantity': 0.5}, {'food': 'crushed tomatoes', 'text': '35 oz can crushed tomatoes', 'weight': 992.2333093750001, 'measure': 'ounce', 'quantity': 35}, {'food': 'granulated sugar', 'text': '2 Tbsp granulated sugar', 'weight': 25, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'bouquet garni', 'text': '1 tsp bouquet garni', 'weight': 1, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'salt', 'text': '· salt and pepper to taste', 'weight': 8.525866522916667, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': '· salt and pepper to taste', 'weight': 4.262933261458334, 'measure': None, 'quantity': 0}]","['toast', 'butter', 'onion', 'celery', 'green pepper', 'tomatoes', 'granulated sugar', 'bouquet garni']",1030.96,29.07,157.44,41.03,8.0,https://www.justapinch.com/recipes/side/vegetable/stewed-tomato-casserole.html,104
Blackbeard Soup,Blackbeard Soup,"[""lunch/dinner""]","[""american""]","[""soup""]","[{'food': 'Extra-virgin Olive Oil', 'text': '2 Tablespoons Extra-virgin Olive Oil, Divided', 'weight': 27, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'Chicken Sausage', 'text': '2 whole Sweet Italian Chicken Sausage Links', 'weight': 90, 'measure': 'link', 'quantity': 2}, {'food': 'Onion', 'text': '1 cup Onion, Chopped', 'weight': 160, 'measure': 'cup', 'quantity': 1}, {'food': 'Garlic', 'text': '3 cloves Garlic, Chopped', 'weight': 9, 'measure': 'clove', 'quantity': 3}, {'food': 'Cremini Mushrooms', 'text': '12 ounces, weight Cremini Mushrooms, Sliced', 'weight': 340.1942775, 'measure': 'ounce', 'quantity': 12}, {'food': 'Kale', 'text': '1 bunch Kale, Roughly Chopped', 'weight': 201, 'measure': 'bunch', 'quantity': 1}, {'food': 'Sea Salt', 'text': '1 teaspoon Sea Salt', 'weight': 4.854166666912875, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'Black Pepper', 'text': '¼ teaspoons Black Pepper, Freshly Ground', 'weight': 0.575, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'Chicken Stock', 'text': '4 cups Chicken Stock (low Sodium)', 'weight': 960, 'measure': 'cup', 'quantity': 4}, {'food': 'Nutmeg', 'text': '1 pinch Nutmeg', 'weight': 0.1458333335207194, 'measure': 'pinch', 'quantity': 1}, {'food': 'Cayenne Pepper', 'text': '1 pinch Cayenne Pepper', 'weight': 0.110416667, 'measure': 'pinch', 'quantity': 1}]","['chicken sausage', 'onion', 'garlic', 'cremini mushrooms', 'kale', 'chicken stock', 'cayenne pepper']",1010.14,54.93,78.29,56.73,4.0,https://tastykitchen.com/recipes/soups/blackbeard-soup/,104
Gourmet Marshmallows,Gourmet Marshmallows,"[""snack""]","[""american""]","[""desserts""]","[{'food': ""confectioners' sugar"", 'text': ""¼ c. confectioners' sugar"", 'weight': 30, 'measure': 'cup', 'quantity': 0.25}, {'food': 'cornstarch', 'text': '¼ c. cornstarch', 'weight': 32, 'measure': 'cup', 'quantity': 0.25}, {'food': 'vegetable oil', 'text': 'vegetable oil', 'weight': 8.205333333333332, 'measure': None, 'quantity': 0}, {'food': 'gelatin', 'text': '2 envelope unflavored gelatin', 'weight': 14, 'measure': 'envelope', 'quantity': 2}, {'food': 'granulated sugar', 'text': '1½ c. granulated sugar', 'weight': 300, 'measure': 'cup', 'quantity': 1.5}, {'food': 'light corn syrup', 'text': '⅔ c. light corn syrup', 'weight': 227.3333333333333, 'measure': 'cup', 'quantity': 0.6666666666666666}]","['confectioners sugar', 'cornstarch', 'gelatin', 'granulated sugar', 'light corn syrup']",2162.41,12.07,533.75,8.69,12.0,http://www.delish.com/cooking/recipe-ideas/recipes/a35292/gourmet-marshmallows-recipe-clv1212/,104
Fudgy Brownies,Fudgy Brownies,"[""snack""]","[""french""]","[""desserts""]","[{'food': 'eggs', 'text': '2 large eggs', 'weight': 100, 'measure': '<unit>', 'quantity': 2}, {'food': 'salt', 'text': '¼ teaspoon salt', 'weight': 1.5, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'unsalted butter', 'text': '6 tablespoons (3 ounces) unsalted butter , cut into cubes, plus more for the pan', 'weight': 85.048569375, 'measure': 'ounce', 'quantity': 3}, {'food': 'bittersweet chocolate', 'text': '8 ounces 70% bittersweet chocolate , coarsely chopped', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}, {'food': 'granulated sugar', 'text': '¾ cup plus 2 tablespoons granulated sugar', 'weight': 150, 'measure': 'cup', 'quantity': 0.75}, {'food': 'granulated sugar', 'text': '¾ cup plus 2 tablespoons granulated sugar', 'weight': 25, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'walnut halves', 'text': '½ cup toasted walnut halves', 'weight': 60, 'measure': 'cup', 'quantity': 0.5}, {'food': 'all-purpose flour', 'text': '1/3 cup all-purpose flour', 'weight': 41.66666666666666, 'measure': 'cup', 'quantity': 0.3333333333333333}]","['eggs', 'unsalted butter', 'bittersweet chocolate', 'granulated sugar', 'walnut halves', 'all purpose flour']",3062.74,36.26,360.71,186.05,6.0,http://www.cookstr.com/recipes/fudgy-brownies,104
Moonstruck Eggs in a Basket,Moonstruck Eggs In A Basket,"[""lunch/dinner""]","[""mediterranean""]","[""main course""]","[{'food': 'French bread', 'text': '1 half day-old (or more) French bread (long)', 'weight': 300, 'measure': '<unit>', 'quantity': 1}, {'food': 'green peppers', 'text': ""1/2 cup marinated red and green peppers, sliced into long strips (I use red and green Hatch chiles canned last August - they have perfect heat. If you don't have that option, include marinated bell peppers and one chile d'arbol pinched into bits)"", 'weight': 74.5, 'measure': 'cup', 'quantity': 0.5}, {'food': 'garlic', 'text': '2 cloves of garlic, slivered', 'weight': 6, 'measure': 'clove', 'quantity': 2}, {'food': 'cherry tomatoes', 'text': '1 pint cherry tomatoes', 'weight': 349.9999999999999, 'measure': 'pint', 'quantity': 1}, {'food': 'olive oil', 'text': '2 tablespoons olive oil (or bacon fat, if available)', 'weight': 27, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'butter', 'text': '2 tablespoons butter', 'weight': 28.4, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'fennel seeds', 'text': '1/2 teaspoon fennel seeds', 'weight': 1, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'eggs', 'text': '4 eggs, double yolks if you can find them', 'weight': 172, 'measure': '<unit>', 'quantity': 4}, {'food': 'Salt', 'text': 'Salt and pepper, to taste', 'weight': 5.7534, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'Salt and pepper, to taste', 'weight': 2.8767, 'measure': None, 'quantity': 0}]","['french bread', 'green peppers', 'garlic', 'cherry tomatoes', 'butter', 'fennel seeds', 'eggs']",1601.78,58.87,178.38,74.75,4.0,https://food52.com/recipes/19768-moonstruck-eggs-in-a-basket,104
"Ham, Egg and Cheese Sandwich Stuffing","Ham, Egg And Cheese Sandwich Stuffing","[""lunch/dinner""]","[""mediterranean""]","[""sandwiches""]","[{'food': 'ham', 'text': '4 -6 ounces lean cooked ham (Diced)', 'weight': 141.747615625, 'measure': 'ounce', 'quantity': 5}, {'food': 'egg', 'text': '4 hardboiled egg', 'weight': 172, 'measure': '<unit>', 'quantity': 4}, {'food': 'cheese', 'text': '1⁄2 cup shredded low-fat cheese', 'weight': 66, 'measure': 'cup', 'quantity': 0.5}, {'food': 'salsa', 'text': '1 cup salsa (What ever you like)', 'weight': 259, 'measure': 'cup', 'quantity': 1}]","['ham', 'egg', 'cheese', 'salsa']",819.52,64.25,25.81,51.25,6.0,http://www.food.com/recipe/ham-egg-and-cheese-sandwich-stuffing-165306,104
Little Pup Hushpuppies,Little Pup Hushpuppies,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'cornmeal', 'text': '2 c self-rising cornmeal', 'weight': 314, 'measure': 'cup', 'quantity': 2}, {'food': 'sugar', 'text': '4 Tbsp sugar', 'weight': 50, 'measure': 'tablespoon', 'quantity': 4}, {'food': 'onion', 'text': '3 Tbsp minced onion', 'weight': 30, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'egg', 'text': '1 egg', 'weight': 43, 'measure': '<unit>', 'quantity': 1}, {'food': 'water', 'text': '1 c water', 'weight': 236.5882365, 'measure': 'cup', 'quantity': 1}, {'food': 'cooking oil', 'text': '· cooking oil', 'weight': 9.1608000164, 'measure': None, 'quantity': 0}]","['cornmeal', 'sugar', 'onion', 'egg', 'cooking oil']",1509.77,28.07,302.43,18.78,6.0,https://www.justapinch.com/recipes/bread/savory-bread/little-pup-hushpuppies.html,104
Goulash in a dash,Goulash In A Dash,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'vegetable oil', 'text': '1 tbsp vegetable oil', 'weight': 14, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'minute steak', 'text': '300g stir-fry beef strips or minute steak cut into strips', 'weight': 300, 'measure': 'gram', 'quantity': 300}, {'food': 'mushrooms', 'text': '100g chestnut mushrooms, quartered', 'weight': 100, 'measure': 'gram', 'quantity': 100}, {'food': 'paprika', 'text': '2 tsp paprika', 'weight': 4.6, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'potato', 'text': '500g potato, peeled and cut into smallish chunks', 'weight': 500, 'measure': 'gram', 'quantity': 500}, {'food': 'beef stock', 'text': '600ml hot beef stock (a cube is fine)', 'weight': 608.652408633174, 'measure': 'milliliter', 'quantity': 600}, {'food': 'tomato', 'text': '500g jar tomato -based cooking sauce', 'weight': 500, 'measure': 'gram', 'quantity': 500}, {'food': 'parsley', 'text': 'handful of parsley leaves, roughly chopped', 'weight': 7.5, 'measure': 'handful', 'quantity': 1}, {'food': 'yogurt', 'text': 'natural bio yogurt, to serve', 'weight': 0, 'measure': None, 'quantity': 0}]","['minute steak', 'mushrooms', 'potato', 'beef stock', 'tomato', 'yogurt']",1342.56,137.4,120.47,35.92,6.0,https://www.bbcgoodfood.com/recipes/goulash-dash,104
Braised Stuffed Tofu,Braised Stuffed Tofu,"[""lunch/dinner""]","[""asian""]","[""main course""]","[{'food': 'cabbage', 'text': '1 ounce canned Sichuan cabbage (also called preserved vegetable)', 'weight': 28.349523125, 'measure': 'ounce', 'quantity': 1}, {'food': 'shiitake mushrooms', 'text': '1 ounce shiitake mushrooms', 'weight': 28.349523125, 'measure': 'ounce', 'quantity': 1}, {'food': 'cornstarch', 'text': '½ teaspoon cornstarch', 'weight': 1.3333333335, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'sugar', 'text': 'Dash sugar', 'weight': 0.5208333331484128, 'measure': 'dash', 'quantity': 1}, {'food': 'bok choy', 'text': '12 ounces baby bok choy (about 4)', 'weight': 340.1942775, 'measure': 'ounce', 'quantity': 12}, {'food': 'firm tofu', 'text': '14 ounces firm tofu', 'weight': 396.89332375, 'measure': 'ounce', 'quantity': 14}, {'food': 'vegetable oil', 'text': '2 tablespoons vegetable oil, divided', 'weight': 28, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'fresh ginger', 'text': '1 teaspoon finely chopped fresh ginger, divided', 'weight': 2, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'garlic', 'text': '1 teaspoon finely minced garlic, divided', 'weight': 2.8, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'salt', 'text': '½ teaspoon salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'oyster sauce', 'text': '3 tablespoons oyster sauce', 'weight': 54, 'measure': 'tablespoon', 'quantity': 3}]","['cabbage', 'shiitake mushrooms', 'cornstarch', 'sugar', 'bok choy', 'firm tofu', 'garlic', 'oyster sauce']",930.61,74.69,34.5,63.62,3.0,http://www.cookstr.com/recipes/braised-stuffed-tofu,104
Mississippi Mud Cake III,Mississippi Mud Cake Iii,"[""breakfast"",""lunch/dinner""]","[""american""]","[""desserts""]","[{'food': 'coffee', 'text': '1.75 cups strong brewed coffee', 'weight': 414.75, 'measure': 'cup', 'quantity': 1.75}, {'food': 'dark rum', 'text': '0.25 cup dark rum', 'weight': 56, 'measure': 'cup', 'quantity': 0.25}, {'food': 'unsweetened chocolate', 'text': '5 (1 ounce) squares unsweetened chocolate', 'weight': 141.747615625, 'measure': 'ounce', 'quantity': 5}, {'food': 'butter', 'text': '1 cup butter', 'weight': 227, 'measure': 'cup', 'quantity': 1}, {'food': 'eggs', 'text': '2 eggs', 'weight': 86, 'measure': '<unit>', 'quantity': 2}, {'food': 'white sugar', 'text': '2 cups white sugar', 'weight': 400, 'measure': 'cup', 'quantity': 2}, {'food': 'vanilla extract', 'text': '1 teaspoon vanilla extract', 'weight': 4.2, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'all-purpose flour', 'text': '2 cups all-purpose flour', 'weight': 250, 'measure': 'cup', 'quantity': 2}, {'food': 'baking soda', 'text': '1 teaspoon baking soda', 'weight': 4.6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'salt', 'text': '0.125 teaspoon salt', 'weight': 0.75, 'measure': 'teaspoon', 'quantity': 0.125}]","['coffee', 'dark rum', 'unsweetened chocolate', 'butter', 'eggs', 'white sugar', 'all purpose flour', 'baking soda']",5264.19,59.29,632.29,268.95,14.0,https://www.allrecipes.com/recipe/7959/mississippi-mud-cake-iii,104
fall harvest chicken,Fall Harvest Chicken,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'butternut squash', 'text': '* 1 cubed butternut squash', 'weight': 486.6666666666667, 'measure': '<unit>', 'quantity': 1}, {'food': 'onion', 'text': '* 1/4 cup chopped onion', 'weight': 40, 'measure': 'cup', 'quantity': 0.25}, {'food': 'pear', 'text': '* 2 sliced pear', 'weight': 372.8888888888889, 'measure': '<unit>', 'quantity': 2}, {'food': 'cranberry', 'text': '* 1 cup raw cranberry', 'weight': 110, 'measure': 'cup', 'quantity': 1}, {'food': 'chicken breast', 'text': '* 1 pound cubed chicken breast', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'chicken broth', 'text': '* 1/2 cup chicken broth', 'weight': 120, 'measure': 'cup', 'quantity': 0.5}, {'food': 'cinnamon', 'text': '* cinnamon to taste', 'weight': 4.749443776666667, 'measure': None, 'quantity': 0}]","['butternut squash', 'onion', 'pear', 'cranberry', 'chicken breast', 'chicken broth']",1097.39,112.43,138.62,14.57,6.0,http://www.lemonsandlaughs.com/fall-harvest-chicken/,104
Strawberry Pionono,Strawberry Pionono,"[""lunch/dinner""]","[""mediterranean""]","[""desserts""]","[{'food': 'eggs', 'text': '5 large eggs, at room temperature and separated', 'weight': 250, 'measure': '<unit>', 'quantity': 5}, {'food': 'vanilla extract', 'text': '2 teaspoons vanilla extract, divided', 'weight': 8.4, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'kosher salt', 'text': 'Pinch of kosher salt', 'weight': 0.3033854170513672, 'measure': 'pinch', 'quantity': 1}, {'food': 'sugar', 'text': '1 cup plus 7 tbsp. sugar, divided', 'weight': 200, 'measure': 'cup', 'quantity': 1}, {'food': 'sugar', 'text': '1 cup plus 7 tbsp. sugar, divided', 'weight': 87.5, 'measure': 'tablespoon', 'quantity': 7}, {'food': 'flour', 'text': '1 cup flour', 'weight': 125, 'measure': 'cup', 'quantity': 1}, {'food': 'strawberries', 'text': '1 1/2 pounds strawberries, 6 small ones left whole and the rest sliced', 'weight': 680.388555, 'measure': 'pound', 'quantity': 1.5}, {'food': 'heavy whipping cream', 'text': '1 1/2 cups heavy whipping cream', 'weight': 357, 'measure': 'cup', 'quantity': 1.5}]","['eggs', 'sugar', 'flour', 'strawberries', 'heavy whipping cream']",3380.84,59.08,448.13,155.92,10.0,http://www.myrecipes.com/recipe/strawberry-pionono,104
Julia's Crêpes,Julia'S Crêpes,"[""lunch/dinner""]","[""french""]","[""pancake""]","[{'food': 'flour', 'text': '1 cup flour', 'weight': 125, 'measure': 'cup', 'quantity': 1}, {'food': 'eggs', 'text': '3 large eggs', 'weight': 150, 'measure': '<unit>', 'quantity': 3}, {'food': 'milk', 'text': '2/3 cup cold milk', 'weight': 162.6666666666667, 'measure': 'cup', 'quantity': 0.6666666666666666}, {'food': 'water', 'text': '2/3 cup cold water', 'weight': 157.725491, 'measure': 'cup', 'quantity': 0.6666666666666666}, {'food': 'salt', 'text': '1/4 teaspoon salt', 'weight': 1.5, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'butter', 'text': '3 tablespoons melted butter, somewhat cooled', 'weight': 42.59999999999999, 'measure': 'tablespoon', 'quantity': 3}]","['flour', 'eggs', 'milk', 'butter']",1074.17,37.26,104.29,55.33,10.0,http://msbelly.com/julias-crepes/,104
Veggie Delight Pizza with Homemade Tomato,Veggie Delight Pizza With Homemade Tomato,"[""lunch/dinner""]","[""italian""]","[""main course""]","[{'food': 'pizza base', 'text': '* 2 pizza dough or pizza base', 'weight': 456, 'measure': 'pizza', 'quantity': 2}, {'food': 'corn', 'text': '* 1.5 cup steamed or boiled sweet american corn', 'weight': 217.5, 'measure': 'cup', 'quantity': 1.5}, {'food': 'carrot', 'text': '* 2 finely chopped carrot', 'weight': 122, 'measure': '<unit>', 'quantity': 2}, {'food': 'spring onion', 'text': '* 4 spring onion chopped', 'weight': 55.55555555555556, 'measure': '<unit>', 'quantity': 4}, {'food': 'garlic', 'text': '* 14 to 15 garlic chopped', 'weight': 348, 'measure': '<unit>', 'quantity': 14.5}, {'food': 'olive oil', 'text': '* 3 tbsp margarine or butter or olive oil', 'weight': 40.5, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'tomato', 'text': '* 2 tomato finely chopped', 'weight': 246, 'measure': '<unit>', 'quantity': 2}, {'food': 'black pepper', 'text': '* 1 tbsp black pepper', 'weight': 6.9, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'green chili', 'text': '* 1 green chili finely chopped', 'weight': 45, 'measure': '<unit>', 'quantity': 1}, {'food': 'mozzarella cheese', 'text': '* 2 cube processed cheese or mozzarella cheese', 'weight': 56.6, 'measure': 'cube', 'quantity': 2}]","['pizza base', 'corn', 'carrot', 'spring onion', 'garlic', 'tomato', 'green chili', 'mozzarella cheese']",2572.01,90.68,410.6,72.75,10.0,http://www.flavorsofmumbai.com/veggie-delight-pizza-with-homemade-tomato-sauce/,104
Grain-Free Broccoli Fritters,Grain Free Broccoli Fritters,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'eggs', 'text': '2 large eggs', 'weight': 100, 'measure': '<unit>', 'quantity': 2}, {'food': 'Dijon mustard', 'text': '1 teaspoon Dijon mustard', 'weight': 5, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'Parmesan cheese', 'text': '0.25 cup shredded Parmesan cheese', 'weight': 37.1765625, 'measure': 'cup', 'quantity': 0.25}, {'food': 'chives', 'text': '1 tablespoon minced fresh chives, plus more for garnish', 'weight': 3, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'garlic', 'text': '1 clove garlic, minced', 'weight': 3, 'measure': 'clove', 'quantity': 1}, {'food': 'salt', 'text': '1 teaspoon salt, or to taste', 'weight': 6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'black pepper', 'text': '0.5 teaspoon freshly ground black pepper, or to taste', 'weight': 1.15, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'broccoli', 'text': '2 cups chopped cooked broccoli', 'weight': 182, 'measure': 'cup', 'quantity': 2}, {'food': 'carrots', 'text': '0.5 cup shredded carrots', 'weight': 61, 'measure': 'cup', 'quantity': 0.5}, {'food': 'olive oil', 'text': '2 tablespoons olive oil', 'weight': 27, 'measure': 'tablespoon', 'quantity': 2}]","['eggs', 'dijon mustard', 'parmesan cheese', 'chives', 'garlic', 'broccoli', 'carrots']",625.56,32.2,22.0,46.87,8.0,https://www.allrecipes.com/recipe/8493351/grain-free-broccoli-fritters,104
Pralines,Pralines,"[""snack""]","[""american""]","[""desserts""]","[{'food': 'sugar', 'text': '1 ½ cups sugar', 'weight': 300, 'measure': 'cup', 'quantity': 1.5}, {'food': 'brown sugar', 'text': '1 ½ cups firmly packed brown sugar', 'weight': 330, 'measure': 'cup', 'quantity': 1.5}, {'food': 'evaporated milk', 'text': '1 cup evaporated milk', 'weight': 252, 'measure': 'cup', 'quantity': 1}, {'food': 'butter', 'text': '¼ cup butter or margarine', 'weight': 56.75, 'measure': 'cup', 'quantity': 0.25}, {'food': 'pecan', 'text': '2 cups pecan halves, toasted', 'weight': 198, 'measure': 'cup', 'quantity': 2}, {'food': 'vanilla extract', 'text': '1 teaspoon vanilla extract', 'weight': 4.2, 'measure': 'teaspoon', 'quantity': 1}]","['sugar', 'brown sugar', 'evaporated milk', 'butter', 'pecan']",4539.85,36.2,677.02,207.64,30.0,https://www.myrecipes.com/recipe/pralines,104
Broccoli and Feta Galette,Broccoli And Feta Galette,"[""lunch/dinner""]","[""greek"",""mediterranean""]","[""desserts""]","[{'food': 'extra-virgin olive oil', 'text': '3 tablespoons of extra-virgin olive oil', 'weight': 40.5, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'onion', 'text': '1 cup of onion, sliced', 'weight': 115, 'measure': 'cup', 'quantity': 1}, {'food': 'salt', 'text': 'salt and pepper', 'weight': 5.25335625, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'salt and pepper', 'weight': 2.626678125, 'measure': None, 'quantity': 0}, {'food': 'broccoli', 'text': '1 medium-to-small head of broccoli, chopped', 'weight': 151, 'measure': '<unit>', 'quantity': 1}, {'food': 'Feta cheese', 'text': '3/4 cup of crumbled Feta cheese', 'weight': 112.5, 'measure': 'cup', 'quantity': 0.75}, {'food': 'pie crust', 'text': '1 standard-sized pie crust', 'weight': 229, 'measure': '<unit>', 'quantity': 1}, {'food': 'Parmesan cheese', 'text': '1 to 2 cups (depending on your taste) shredded Parmesan cheese', 'weight': 223.059375, 'measure': 'cup', 'quantity': 1.5}, {'food': 'garlic', 'text': '1 to 2 cloves of garlic, minced', 'weight': 4.5, 'measure': 'clove', 'quantity': 1.5}]","['onion', 'broccoli', 'feta cheese', 'pie crust', 'parmesan cheese', 'garlic']",2660.23,108.71,152.5,179.63,2.0,https://dragonflyhomerecipes.com/broccoli-and-feta-galette/,104
Mom's Meatballs,Meatballs,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'oregano', 'text': '1/4 teaspoon oregano', 'weight': 0.25, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'salt', 'text': '1/2 teaspoon salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'breadcrumbs', 'text': '1/4 cup breadcrumbs', 'weight': 27, 'measure': 'cup', 'quantity': 0.25}, {'food': 'eggs', 'text': '2 eggs', 'weight': 86, 'measure': '<unit>', 'quantity': 2}, {'food': 'garlic', 'text': '1 garlic clove , minced', 'weight': 3, 'measure': 'clove', 'quantity': 1}, {'food': 'hamburger', 'text': '1 1/2 lbs hamburger', 'weight': 680.388555, 'measure': 'pound', 'quantity': 1.5}, {'food': 'parsley', 'text': '1 tablespoon chopped parsley', 'weight': 3.8, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'pepper', 'text': '1/8 teaspoon pepper', 'weight': 0.3625, 'measure': 'teaspoon', 'quantity': 0.125}, {'food': 'parmesan cheese', 'text': '1/4 cup grated parmesan cheese', 'weight': 37.1765625, 'measure': 'cup', 'quantity': 0.25}]","['breadcrumbs', 'eggs', 'garlic', 'hamburger', 'parmesan cheese']",2110.96,145.15,22.89,155.05,8.0,http://www.recipezaar.com/Moms-Meatballs-210730,104
Fluffy Herbed Appetizer Puffs,Fluffy Herbed Appetizer Puffs,"[""lunch/dinner""]","[""french""]","[""starter""]","[{'food': 'water', 'text': '3/4 cup water', 'weight': 177.441177375, 'measure': 'cup', 'quantity': 0.75}, {'food': 'butter', 'text': '1/4 cup butter or margarine, cut up', 'weight': 56.75, 'measure': 'cup', 'quantity': 0.25}, {'food': 'salt', 'text': '1/2 teaspoon salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'all-purpose flour', 'text': '3/4 cup Gold Medal™ all-purpose flour', 'weight': 93.75, 'measure': 'cup', 'quantity': 0.75}, {'food': 'eggs', 'text': '3 eggs', 'weight': 129, 'measure': '<unit>', 'quantity': 3}, {'food': 'Parmesan cheese', 'text': '1/4 cup grated Parmesan cheese', 'weight': 37.1765625, 'measure': 'cup', 'quantity': 0.25}, {'food': 'chives', 'text': '2 tablespoons finely chopped fresh chives', 'weight': 6, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'fresh basil', 'text': '2 tablespoons finely chopped fresh basil leaves', 'weight': 5.3, 'measure': 'tablespoon', 'quantity': 2}]","['butter', 'all purpose flour', 'eggs', 'parmesan cheese', 'chives']",1081.37,40.06,74.09,68.58,30.0,https://www.bettycrocker.com/recipes/fluffy-herbed-appetizer-puffs/fb29c72e-3181-4e77-a8a8-c89ff777366a,104
Roasted Garlic White Pizza Sauce,Roasted Garlic White Pizza Sauce,"[""lunch/dinner""]","[""italian""]","[""main course""]","[{'food': 'garlic', 'text': '1 head garlic', 'weight': 50, 'measure': 'head', 'quantity': 1}, {'food': 'olive oil', 'text': '1 tablespoon olive oil', 'weight': 13.5, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'whole milk', 'text': '2 cups whole milk', 'weight': 488, 'measure': 'cup', 'quantity': 2}, {'food': 'unsalted butter', 'text': '2 tablespoons unsalted butter', 'weight': 28.4, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'all-purpose flour', 'text': '1/4 cup all-purpose flour', 'weight': 31.25, 'measure': 'cup', 'quantity': 0.25}, {'food': 'cayenne', 'text': 'A pinch cayenne , plus more to taste', 'weight': 0.110416667, 'measure': 'pinch', 'quantity': 1}, {'food': 'kosher salt', 'text': '1 teaspoon kosher salt , plus more to taste', 'weight': 4.854166666912875, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'Parmesan cheese', 'text': '1/2 cup Parmesan cheese , grated', 'weight': 74.353125, 'measure': 'cup', 'quantity': 0.5}, {'food': 'lemon zest', 'text': '2 teaspoons lemon zest', 'weight': 4, 'measure': 'teaspoon', 'quantity': 2}]","['garlic', 'milk', 'unsalted butter', 'all purpose flour', 'parmesan cheese', 'lemon zest']",1102.59,48.7,66.93,71.57,6.0,https://www.simplyrecipes.com/roasted-garlic-white-pizza-sauce-5120204,104
